week,icb,synthetic_dgp_version,resp_111_calls,bed_occupancy,dtoc_patients,ae_type1_attendances,ed_4hr_breach_count,ambulance_category_red_calls,elective_admissions,elective_cancellations,acute_admissions_nonelective,total_discharges,staff_absence_rate_pct,critical_care_occupancy_pct,mental_health_inpatient_beds_occ_pct,delayed_transfers_ge_21_days,ooh_primary_care_contacts,community_crisis_team_contacts,gp_same_day_booking_rate_pct,nhs_111_online_assessments_completed,social_care_package_delays_new,infection_isolation_beds_occupied,mean_los_acute_days,winter_pressure_index_demo
88,NHS North East and North Cumbria ICB,2026.04.5,52.0,95.35662442532832,4.0,929.0,60.0,60.0,344.0,37.0,656.0,979.0,6.201829069812694,77.95016810091455,81.49976557952482,47.0,1334.0,236.0,35.589026666140704,1912.0,47.0,17.0,5.224997581628211,4.578236437903965
89,NHS North East and North Cumbria ICB,2026.04.5,39.0,92.14078067947447,2.0,853.0,85.0,50.0,357.0,46.0,601.0,973.0,4.4661951026711515,80.5352369830218,76.25383042732308,31.0,1229.0,241.0,38.51561984338004,2042.0,49.0,7.0,5.321328272360309,4.4060174577526405
90,NHS North East and North Cumbria ICB,2026.04.5,39.0,91.70841597326789,2.0,967.0,89.0,57.0,395.0,16.0,568.0,993.0,6.854595015248145,69.40089089100309,81.78994880009002,65.0,1213.0,249.0,42.64092280863919,1887.0,40.0,21.0,5.573840355341112,3.519694488646215
91,NHS North East and North Cumbria ICB,2026.04.5,29.0,85.57745037154051,3.0,885.0,94.0,36.0,354.0,33.0,536.0,839.0,5.702908801538641,70.47495904640586,81.43675576651374,45.0,1259.0,278.0,44.547126845134784,1801.0,50.0,16.0,5.282326671013158,3.465183848346479
92,NHS North East and North Cumbria ICB,2026.04.5,44.0,88.9657544663991,6.0,865.0,104.0,46.0,394.0,34.0,518.0,931.0,6.339564207786694,75.54552394083142,89.44401317271252,44.0,1218.0,228.0,41.08350566776087,1986.0,41.0,19.0,5.249409034725828,3.9132485508258408
93,NHS North East and North Cumbria ICB,2026.04.5,38.0,86.88156495156777,4.0,865.0,81.0,38.0,328.0,47.0,555.0,930.0,6.179584902560882,69.52371640680953,80.20640502930095,46.0,1235.0,229.0,43.21263999713528,1929.0,37.0,15.0,5.270196585859513,4.762954272092718
94,NHS North East and North Cumbria ICB,2026.04.5,44.0,87.2591649386531,2.0,838.0,54.0,38.0,369.0,32.0,501.0,817.0,5.207761043321592,75.65767216203939,79.16813492708195,21.0,1239.0,194.0,,1813.0,43.0,10.0,5.890886876678896,3.5321008846706787
95,NHS North East and North Cumbria ICB,2026.04.5,47.0,82.47240855102535,6.0,942.0,41.0,39.0,346.0,23.0,548.0,899.0,4.737417494510506,70.53585883955598,77.27935251402573,37.0,1118.0,214.0,41.188518600836545,1952.0,27.0,29.0,5.601522715918886,3.389630623903674
96,NHS North East and North Cumbria ICB,2026.04.5,51.0,87.58608735380679,1.0,879.0,94.0,52.0,390.0,66.0,594.0,945.0,5.7367662195489135,77.33509879402591,82.335001130154,38.0,1230.0,273.0,40.795769938815695,1835.0,30.0,19.0,5.532522852152004,4.246961349188816
97,NHS North East and North Cumbria ICB,2026.04.5,57.0,90.66510853128716,5.0,952.0,114.0,62.0,362.0,51.0,588.0,972.0,6.283980067772897,72.16181052559307,83.76628146925194,54.0,1319.0,189.0,39.89903031400322,1856.0,38.0,20.0,5.280326725159203,4.030268607222256
98,NHS North East and North Cumbria ICB,2026.04.5,48.0,88.20190737326865,2.0,969.0,121.0,50.0,404.0,40.0,540.0,903.0,6.619113664671687,74.08611111212477,82.17777225641352,50.0,1237.0,261.0,39.17462533471734,1972.0,47.0,23.0,5.714064020838668,4.660092771695964
99,NHS North East and North Cumbria ICB,2026.04.5,66.0,86.68085225578143,8.0,947.0,90.0,68.0,393.0,37.0,589.0,953.0,5.567957407954029,77.97832093098722,81.50859596531684,71.0,1386.0,282.0,41.9514065651646,1821.0,37.0,17.0,5.175634241468593,4.440515477417234
100,NHS North East and North Cumbria ICB,2026.04.5,36.0,91.53125575773961,5.0,825.0,77.0,69.0,370.0,41.0,583.0,900.0,5.904705993446838,78.42487514505974,86.04405172539252,49.0,1217.0,219.0,40.968616194837324,1840.0,40.0,14.0,6.068461209534929,4.350892965762283
101,NHS North East and North Cumbria ICB,2026.04.5,39.0,90.54886015191782,1.0,865.0,96.0,43.0,368.0,36.0,488.0,888.0,6.122749773604743,81.64982296064261,85.64312482896476,56.0,1276.0,245.0,42.25731479869811,1784.0,51.0,25.0,5.076321940399629,3.4266589689813394
102,NHS North East and North Cumbria ICB,2026.04.5,44.0,91.43083689338224,4.0,890.0,84.0,35.0,293.0,28.0,570.0,869.0,5.901839225316804,75.53169404964497,82.21915145514613,60.0,1327.0,285.0,41.03417153359357,1692.0,45.0,13.0,5.922024870828761,4.31429136421793
103,NHS North East and North Cumbria ICB,2026.04.5,65.0,88.08647034192383,4.0,862.0,66.0,49.0,391.0,50.0,559.0,906.0,6.08996734150414,76.28749931286181,82.99281326401942,48.0,1202.0,234.0,38.58745647554531,2030.0,34.0,8.0,5.498168383753038,4.027967029374154
104,NHS North East and North Cumbria ICB,2026.04.5,45.0,87.47045993806202,1.0,832.0,72.0,41.0,350.0,27.0,574.0,852.0,5.391002582562378,72.21942386799685,79.85030470917545,46.0,1127.0,167.0,37.59402337553296,1802.0,15.0,16.0,5.3099371735311856,3.451328750634463
105,NHS North East and North Cumbria ICB,2026.04.5,13.0,90.05566342494798,1.0,820.0,75.0,38.0,326.0,29.0,497.0,754.0,6.3536365442282285,73.42700477180524,76.14432720786186,10.0,1315.0,214.0,42.40925623548024,1783.0,27.0,22.0,5.306726401646298,3.5268848210344177
106,NHS North East and North Cumbria ICB,2026.04.5,43.0,97.1000212160186,3.0,779.0,48.0,37.0,356.0,34.0,599.0,929.0,5.126264640474199,78.11753212107757,75.78014000152258,48.0,1299.0,233.0,42.95123641100703,1867.0,26.0,13.0,5.366322213944592,3.810720094938035
107,NHS North East and North Cumbria ICB,2026.04.5,,91.44478095838895,4.0,818.0,97.0,43.0,360.0,30.0,544.0,871.0,5.060289169716012,73.2669047547993,77.08783632599503,56.0,1251.0,215.0,38.92650516362217,1644.0,38.0,21.0,5.7422399997087785,4.1790621562638375
108,NHS North East and North Cumbria ICB,2026.04.5,68.0,86.51395602557137,5.0,875.0,80.0,34.0,316.0,,539.0,860.0,4.23114507877813,70.33861833738572,74.59857077936717,38.0,1372.0,203.0,41.758110548046275,1792.0,40.0,17.0,5.305103188599307,4.219860352411839
109,NHS North East and North Cumbria ICB,2026.04.5,29.0,81.87090147131842,3.0,814.0,60.0,35.0,414.0,23.0,591.0,981.0,5.591503830187442,71.29912435413242,76.5433702642141,49.0,1288.0,206.0,44.390638906153605,1754.0,25.0,7.0,5.299957509421032,4.478397620798937
110,NHS North East and North Cumbria ICB,2026.04.5,35.0,90.93251605436998,2.0,873.0,74.0,45.0,321.0,30.0,553.0,814.0,5.286924185015588,73.80962981494525,74.72550360490791,54.0,1155.0,223.0,38.62953999896849,1858.0,39.0,20.0,5.37746046571116,3.5506139920864688
111,NHS North East and North Cumbria ICB,2026.04.5,43.0,82.43704164567043,2.0,857.0,67.0,54.0,355.0,37.0,518.0,854.0,5.575928537649264,76.40242849483047,77.07123735937861,34.0,1169.0,192.0,40.39423477193761,1884.0,29.0,20.0,5.287134820704407,3.8878294680710743
112,NHS North East and North Cumbria ICB,2026.04.5,31.0,84.08182263596073,4.0,798.0,81.0,49.0,370.0,34.0,552.0,907.0,5.453136569597824,71.04892710214162,83.71271805716697,39.0,1170.0,261.0,38.95298792507536,1865.0,33.0,13.0,5.238484817625923,3.6353924303549023
113,NHS North East and North Cumbria ICB,2026.04.5,28.0,87.586382038984,2.0,808.0,61.0,46.0,389.0,29.0,546.0,916.0,4.9975262534521265,74.6242549564893,82.48217865489887,28.0,1168.0,178.0,43.91440295822256,1682.0,40.0,7.0,4.948678074913404,3.9215353345678983
114,NHS North East and North Cumbria ICB,2026.04.5,50.0,84.26572183796155,6.0,862.0,77.0,34.0,360.0,26.0,525.0,902.0,4.751879014518114,73.15353374956005,79.20878821376355,41.0,1279.0,265.0,40.106252775907265,1860.0,39.0,15.0,5.019672300266334,4.551973177793979
115,NHS North East and North Cumbria ICB,2026.04.5,45.0,91.55638235022367,1.0,864.0,92.0,42.0,379.0,43.0,568.0,932.0,5.19470614693263,82.11559774999444,84.72547883893986,54.0,1334.0,187.0,42.528553714288925,1979.0,39.0,21.0,5.582826221336496,4.515896783130692
116,NHS North East and North Cumbria ICB,2026.04.5,45.0,88.97411749976082,5.0,909.0,79.0,20.0,354.0,15.0,536.0,826.0,6.249676644400613,66.19373929025723,83.48566183468813,32.0,1191.0,218.0,39.50992746818233,2002.0,44.0,18.0,5.093050283943898,4.394177921964275
117,NHS North East and North Cumbria ICB,2026.04.5,36.0,86.6843590446902,3.0,809.0,47.0,32.0,370.0,18.0,496.0,845.0,5.227032215163065,73.51161456475901,77.43243507447566,58.0,1255.0,197.0,43.088779452631684,1642.0,28.0,20.0,5.373414461673447,3.436613123866701
118,NHS North East and North Cumbria ICB,2026.04.5,45.0,87.76643219447772,1.0,839.0,46.0,60.0,367.0,18.0,604.0,960.0,5.940657526730639,74.35360650189389,84.01702712244064,42.0,1288.0,171.0,43.50041311531683,1935.0,37.0,15.0,4.940697876673412,3.629684889434217
119,NHS North East and North Cumbria ICB,2026.04.5,46.0,88.47620680000605,3.0,879.0,87.0,53.0,344.0,48.0,573.0,846.0,4.14006766601421,73.262952217115,87.36917304569782,38.0,1228.0,208.0,41.13032728717524,1646.0,50.0,19.0,5.518499743727926,4.767747967609118
120,NHS North East and North Cumbria ICB,2026.04.5,30.0,90.68216679334675,4.0,821.0,76.0,52.0,368.0,,516.0,836.0,5.78088807258076,72.97445080931911,86.33083856974064,22.0,1189.0,225.0,41.5899327891228,1812.0,26.0,14.0,5.544020547135605,4.252686608153604
121,NHS North East and North Cumbria ICB,2026.04.5,42.0,89.6461030998519,1.0,899.0,79.0,59.0,391.0,34.0,562.0,977.0,4.46973611903944,74.70155391103316,73.51276192318987,51.0,1240.0,215.0,38.56550585325785,1923.0,34.0,23.0,5.201772896437493,3.7067926456526235
122,NHS North East and North Cumbria ICB,2026.04.5,21.0,89.8553334401921,3.0,878.0,73.0,55.0,347.0,18.0,539.0,897.0,5.957520110751045,79.42059750326604,77.96473236460773,40.0,1351.0,237.0,42.18325004545333,2039.0,38.0,23.0,5.845608410581515,4.421787745338598
123,NHS North East and North Cumbria ICB,2026.04.5,45.0,86.19681190834272,5.0,881.0,95.0,51.0,353.0,22.0,547.0,920.0,6.256527042428205,77.9550692261108,78.85224129661583,52.0,1307.0,209.0,40.165303255734585,1818.0,45.0,7.0,5.458186147986381,3.909898192339304
124,NHS North East and North Cumbria ICB,2026.04.5,42.0,88.03732566930118,7.0,852.0,76.0,55.0,352.0,40.0,607.0,954.0,6.813424619999077,81.75016726642168,71.78505671050202,23.0,1244.0,225.0,43.9310089067798,1969.0,16.0,20.0,4.763381674522103,3.5973059367025852
125,NHS North East and North Cumbria ICB,2026.04.5,34.0,87.54247967842088,4.0,859.0,116.0,49.0,321.0,31.0,527.0,838.0,5.352811052281054,70.53135927737081,80.53166791246971,42.0,1301.0,233.0,37.42707550687949,1935.0,39.0,23.0,5.678361379361763,3.795450810956862
126,NHS North East and North Cumbria ICB,2026.04.5,28.0,88.56341023874666,3.0,836.0,102.0,61.0,363.0,24.0,560.0,891.0,4.842847109546211,77.82461311563338,84.40166031339004,34.0,1251.0,253.0,42.09294556838831,1925.0,21.0,18.0,5.031604915292982,3.497806794264741
127,NHS North East and North Cumbria ICB,2026.04.5,43.0,89.3070356198435,1.0,774.0,67.0,35.0,373.0,34.0,527.0,891.0,4.959027602613077,77.07861146299113,79.213287342449,43.0,1162.0,243.0,43.60759510093604,1844.0,34.0,16.0,5.337039475553006,3.8597395441336526
128,NHS North East and North Cumbria ICB,2026.04.5,45.0,86.45136081672678,3.0,853.0,94.0,42.0,425.0,29.0,536.0,960.0,5.067930638071235,72.09806911138702,84.61533924830911,44.0,1283.0,219.0,40.6663852522252,1938.0,27.0,17.0,5.161709199691787,4.134920731756409
129,NHS North East and North Cumbria ICB,2026.04.5,42.0,88.18497495027518,6.0,847.0,78.0,44.0,349.0,,496.0,818.0,4.93899686597014,71.55309731451959,78.84592097232591,61.0,1263.0,223.0,41.411228200959,1885.0,39.0,15.0,4.724592039722774,3.1637436031334194
130,NHS North East and North Cumbria ICB,2026.04.5,20.0,81.24208719508299,1.0,739.0,78.0,51.0,360.0,25.0,472.0,806.0,4.144534832550322,65.92608223773058,76.80566752738675,44.0,1221.0,271.0,38.86877927936534,1781.0,33.0,17.0,5.354350858181629,4.018840654487927
131,NHS North East and North Cumbria ICB,2026.04.5,36.0,84.8963844324042,3.0,835.0,93.0,51.0,377.0,37.0,560.0,896.0,4.824285074798919,72.22526897727136,81.39243825140754,40.0,1261.0,224.0,44.150912051431476,1817.0,36.0,20.0,5.541786703027429,3.1751984556107655
132,NHS North East and North Cumbria ICB,2026.04.5,33.0,86.91881732242068,4.0,814.0,53.0,46.0,407.0,9.0,474.0,870.0,4.039256712802913,71.36166581694489,76.67806932994219,34.0,1213.0,207.0,40.88729946739454,1761.0,17.0,15.0,5.43002110960662,3.7231128438683174
133,NHS North East and North Cumbria ICB,2026.04.5,22.0,77.87313451738474,2.0,788.0,43.0,45.0,386.0,42.0,468.0,825.0,3.926093585941542,65.83602248923343,77.19476892403986,37.0,1155.0,186.0,38.43717653234596,1781.0,24.0,16.0,5.202335871894754,2.479918873786417
134,NHS North East and North Cumbria ICB,2026.04.5,18.0,82.09090219639002,2.0,797.0,58.0,42.0,355.0,28.0,523.0,880.0,4.940318548439749,70.57170870464572,74.57741148706641,23.0,1280.0,195.0,44.90573582842507,1776.0,34.0,19.0,4.896716335787997,2.846871109864389
135,NHS North East and North Cumbria ICB,2026.04.5,15.0,79.25063980889786,2.0,705.0,49.0,30.0,373.0,27.0,475.0,791.0,3.2877752230321002,69.25115068053222,82.78375710428034,34.0,1165.0,213.0,43.15240310916141,1789.0,32.0,16.0,5.287495180977262,3.2212208189931504
136,NHS North East and North Cumbria ICB,2026.04.5,,80.49959672243534,1.0,663.0,38.0,38.0,326.0,0.0,470.0,797.0,2.5513015387981652,65.32917594744228,72.66040060925957,16.0,1186.0,149.0,43.60740087470045,1622.0,24.0,17.0,4.871670034626031,3.2353600116644885
137,NHS North East and North Cumbria ICB,2026.04.5,9.0,82.12330625502369,1.0,725.0,47.0,45.0,269.0,17.0,409.0,649.0,4.416964986489565,69.37876231757726,78.45606833122234,18.0,1083.0,157.0,42.490566032331934,1600.0,2.0,20.0,4.699519331239718,2.2129840090912443
138,NHS North East and North Cumbria ICB,2026.04.5,10.0,84.91472612857099,0.0,705.0,58.0,25.0,282.0,16.0,497.0,755.0,3.9862821515000806,68.03513013463484,70.68288557792457,14.0,1165.0,167.0,45.6952708242511,1800.0,30.0,16.0,5.2055724073971525,3.0814429716033405
139,NHS North East and North Cumbria ICB,2026.04.5,13.0,75.80560158949139,1.0,698.0,60.0,35.0,341.0,13.0,440.0,754.0,2.8193878311493226,70.71074473037196,74.99739345920989,17.0,1157.0,246.0,44.48677675766003,1783.0,24.0,10.0,5.361097202311774,2.4522102783698174
140,NHS North East and North Cumbria ICB,2026.04.5,13.0,87.39094943544204,2.0,791.0,56.0,27.0,358.0,18.0,479.0,789.0,3.1359256478558875,71.81097888475766,75.54808695964964,4.0,1009.0,201.0,38.674493058308705,1818.0,8.0,20.0,4.4115247057304545,2.4585576010986228
141,NHS North East and North Cumbria ICB,2026.04.5,7.0,79.9035306618125,0.0,736.0,33.0,31.0,343.0,9.0,497.0,834.0,2.294085925306476,69.0315862145165,78.05375982094499,21.0,1094.0,187.0,45.87635725527006,1646.0,29.0,14.0,4.737979917225708,1.8936277945000566
142,NHS North East and North Cumbria ICB,2026.04.5,5.0,79.92502149244407,0.0,812.0,37.0,20.0,336.0,0.0,432.0,758.0,1.8419299314396433,69.97149229953892,74.01252180579924,27.0,1194.0,193.0,48.367011719514345,1754.0,11.0,15.0,4.95245216990378,2.5233517842240083
143,NHS North East and North Cumbria ICB,2026.04.5,17.0,80.16696847934264,0.0,660.0,23.0,37.0,319.0,11.0,493.0,788.0,3.679822113818747,67.317190031038,73.82793957034293,8.0,1112.0,179.0,51.38388478787127,1699.0,19.0,12.0,5.120388705242877,2.4778541035481427
144,NHS North East and North Cumbria ICB,2026.04.5,15.0,76.26279394395713,0.0,657.0,43.0,32.0,346.0,18.0,476.0,797.0,2.5676414365738505,66.77798499056486,75.63441876406092,14.0,1160.0,147.0,46.026005448394436,1794.0,12.0,18.0,4.512611258909709,3.1805717561685034
145,NHS North East and North Cumbria ICB,2026.04.5,7.0,75.0646403910709,0.0,722.0,61.0,19.0,352.0,21.0,432.0,755.0,2.7492523248193157,66.06414715526624,77.20535975603767,0.0,1154.0,210.0,44.85390867563416,1527.0,21.0,14.0,4.585340090435713,2.842522575937611
146,NHS North East and North Cumbria ICB,2026.04.5,,74.4518407773981,0.0,653.0,33.0,31.0,321.0,3.0,454.0,749.0,1.7442364491978744,66.17178507924359,74.8126366636338,0.0,1035.0,179.0,51.78057998491274,1738.0,0.0,13.0,4.5633449703942315,2.2620670065853274
147,NHS North East and North Cumbria ICB,2026.04.5,17.0,74.40577168931745,0.0,642.0,38.0,27.0,326.0,2.0,433.0,740.0,1.1731430791804314,67.08261259093797,77.61430299516299,0.0,1114.0,191.0,46.27663933189182,1571.0,10.0,9.0,4.821522710579128,2.3127962322001627
148,NHS North East and North Cumbria ICB,2026.04.5,10.0,79.831741300401,0.0,598.0,35.0,9.0,284.0,8.0,453.0,707.0,3.716339872191387,72.18077191302994,71.51827709255579,29.0,1098.0,201.0,48.24692492975261,1719.0,17.0,14.0,4.827857823074816,2.5202142927284688
149,NHS North East and North Cumbria ICB,2026.04.5,11.0,79.32095106084,0.0,709.0,47.0,38.0,342.0,7.0,485.0,817.0,2.6350715928649158,62.78673210834866,73.52071092191349,4.0,1084.0,204.0,44.62964887826048,1662.0,5.0,14.0,4.751246513060313,1.9770806230417235
150,NHS North East and North Cumbria ICB,2026.04.5,8.0,74.18820451745808,0.0,714.0,26.0,32.0,341.0,2.0,404.0,799.0,2.6029422034056275,59.85159955484535,70.7660231800608,4.0,1172.0,110.0,46.279042073864126,1871.0,11.0,13.0,4.588496913830051,2.5514002779579967
151,NHS North East and North Cumbria ICB,2026.04.5,4.0,70.79521594047146,0.0,553.0,27.0,7.0,343.0,0.0,427.0,751.0,1.6055199266817763,62.26284125408856,70.89373067769938,0.0,985.0,157.0,48.581788112389816,1566.0,15.0,15.0,4.291029873206883,2.392845128366603
152,NHS North East and North Cumbria ICB,2026.04.5,3.0,69.76048517576476,0.0,651.0,22.0,8.0,298.0,0.0,381.0,697.0,2.1785315796423874,62.64232781673709,76.62025456823496,0.0,1061.0,186.0,44.379637188634824,1628.0,10.0,20.0,4.812576484549549,1.940089399637091
153,NHS North East and North Cumbria ICB,2026.04.5,4.0,73.1943249135466,0.0,605.0,14.0,29.0,289.0,0.0,399.0,664.0,1.2632106491853723,60.178444354463274,68.61477362116557,1.0,1073.0,140.0,50.77241993156281,1565.0,0.0,11.0,4.498179710654778,2.2642509910896607
154,NHS North East and North Cumbria ICB,2026.04.5,3.0,78.31096673172858,0.0,632.0,21.0,7.0,334.0,0.0,398.0,693.0,1.0114950254268729,65.89887146744381,72.93885192569302,0.0,1036.0,147.0,47.00610271577318,1634.0,0.0,14.0,4.9437836645928614,1.9689730029512433
155,NHS North East and North Cumbria ICB,2026.04.5,4.0,72.5941619173764,0.0,570.0,28.0,18.0,281.0,1.0,372.0,666.0,2.687938182916334,63.768980653158685,69.31285907697871,4.0,1057.0,126.0,44.55324295861398,1593.0,13.0,19.0,4.397179660629685,2.022119283587029
0,NHS Devon ICB,2026.04.5,84.0,97.67098938732404,4.0,962.0,95.0,49.0,441.0,32.0,553.0,975.0,6.969764274012219,78.96877130936342,80.43140885970463,42.0,1281.0,228.0,39.47751452374903,1975.0,65.0,18.0,6.062676209172257,4.485226059542881
1,NHS Devon ICB,2026.04.5,89.0,93.7430165630576,5.0,924.0,103.0,48.0,395.0,61.0,542.0,910.0,5.794988605245578,78.18944017309856,83.4690955859104,62.0,1298.0,241.0,,1967.0,49.0,14.0,5.559986886230821,4.909478923523628
2,NHS Devon ICB,2026.04.5,108.0,95.22442874532457,4.0,938.0,132.0,60.0,370.0,36.0,607.0,936.0,7.196875355552109,80.73075129711708,81.01084225010061,60.0,1300.0,234.0,37.344923413524214,2086.0,55.0,12.0,5.674859058730551,4.364499829274051
3,NHS Devon ICB,2026.04.5,106.0,94.37850167590462,7.0,940.0,109.0,59.0,385.0,40.0,639.0,996.0,6.449420494134006,75.99854536792,82.70978868151113,63.0,1238.0,270.0,39.12323398586866,2000.0,43.0,18.0,5.376797517964694,4.691964379405912
4,NHS Devon ICB,2026.04.5,124.0,96.85011725743684,6.0,944.0,109.0,55.0,396.0,65.0,612.0,972.0,6.945068500867354,81.86622664656345,80.94365426905672,59.0,1295.0,266.0,37.6742814743634,2090.0,44.0,23.0,5.685369289435668,4.726505056984424
5,NHS Devon ICB,2026.04.5,85.0,97.73781216648617,2.0,896.0,122.0,48.0,373.0,47.0,560.0,935.0,6.204091667835183,75.981531050739,86.62776076415555,63.0,1340.0,248.0,41.52702987634884,1828.0,38.0,17.0,5.394491557978334,4.568378916636157
6,NHS Devon ICB,2026.04.5,100.0,95.50211641815704,5.0,903.0,91.0,53.0,383.0,40.0,637.0,966.0,5.956772176660522,83.87624584096855,78.79428657099284,65.0,1253.0,226.0,37.974255065021985,1985.0,49.0,18.0,5.760571846077876,4.2825016143456045
7,NHS Devon ICB,2026.04.5,71.0,94.64790779322847,6.0,930.0,95.0,66.0,360.0,28.0,535.0,933.0,6.958317315244666,80.91293267333833,78.39422191172267,55.0,1227.0,233.0,33.38419505721039,1926.0,44.0,23.0,5.092227998455695,4.445956063755517
8,NHS Devon ICB,2026.04.5,75.0,91.5918381584473,5.0,874.0,79.0,45.0,360.0,30.0,568.0,938.0,4.668966814513085,72.03394261286628,81.40381059149891,51.0,1375.0,288.0,39.437636450200635,1868.0,41.0,25.0,5.383110596654422,4.943419724077882
9,NHS Devon ICB,2026.04.5,86.0,92.35553198585716,5.0,954.0,133.0,51.0,366.0,48.0,526.0,899.0,6.745120498477215,80.34110316581977,81.7992739346343,67.0,1315.0,257.0,43.686428291177556,1897.0,38.0,14.0,5.311355409543277,4.392876661827797
10,NHS Devon ICB,2026.04.5,89.0,90.28866705023327,8.0,946.0,98.0,51.0,329.0,32.0,529.0,895.0,7.37753590089663,79.9986514978748,84.64706689101665,68.0,1339.0,232.0,39.872355749407085,1965.0,38.0,18.0,5.423190854298482,5.4020903385482475
11,NHS Devon ICB,2026.04.5,97.0,91.57006613300483,2.0,853.0,62.0,49.0,404.0,59.0,585.0,884.0,6.066584013453723,74.77015140660514,80.5016552226284,55.0,1327.0,232.0,39.12790908454002,2098.0,24.0,25.0,6.025125262673122,5.0401704726886996
12,NHS Devon ICB,2026.04.5,85.0,89.62030979146655,6.0,913.0,93.0,57.0,393.0,48.0,555.0,909.0,5.46619219922767,78.44423500672865,78.02915236230709,50.0,1212.0,285.0,40.578136088016045,1935.0,23.0,27.0,6.019927349065609,3.9220639241769857
13,NHS Devon ICB,2026.04.5,61.0,92.78065564510794,4.0,932.0,116.0,44.0,408.0,44.0,569.0,952.0,7.192537287732232,78.97992665380248,81.40375210795813,35.0,1243.0,239.0,40.652798302490474,1957.0,41.0,15.0,4.951966717172075,4.66755231180628
14,NHS Devon ICB,2026.04.5,50.0,93.6483088943413,4.0,854.0,101.0,51.0,400.0,48.0,569.0,938.0,5.770901930734188,70.87666390769797,80.32433106570947,63.0,1365.0,270.0,36.13285780178621,1931.0,26.0,18.0,5.577529960119719,4.393915804212962
15,NHS Devon ICB,2026.04.5,68.0,96.81013640999413,2.0,930.0,119.0,45.0,400.0,41.0,588.0,988.0,6.72852593133763,68.77190329844275,86.17407638910578,67.0,1272.0,212.0,41.49717684815125,1901.0,39.0,21.0,5.40470455921677,4.150990401566679
16,NHS Devon ICB,2026.04.5,,97.67345722534701,3.0,924.0,94.0,44.0,348.0,39.0,574.0,878.0,5.070744047161945,84.58696264195972,77.7802252046329,62.0,1355.0,205.0,38.23986442671605,1854.0,44.0,18.0,5.105173099479331,4.944508062973787
17,NHS Devon ICB,2026.04.5,89.0,89.6567992160767,6.0,950.0,78.0,67.0,450.0,53.0,622.0,1069.0,6.821070506145254,77.21142158086286,76.2941566459459,75.0,1177.0,270.0,40.22239752980387,2022.0,53.0,17.0,5.406679697899313,4.742650982246011
18,NHS Devon ICB,2026.04.5,62.0,87.48428134473959,10.0,1045.0,119.0,51.0,364.0,35.0,568.0,890.0,8.3488242071224,75.78092929094906,87.43613678687603,42.0,1261.0,257.0,36.89691358299586,2121.0,27.0,21.0,5.374881774963841,4.6714017655887226
19,NHS Devon ICB,2026.04.5,,94.8547373182283,4.0,864.0,84.0,68.0,367.0,29.0,586.0,942.0,6.788093065266207,83.07810624859943,89.6846773501838,70.0,1186.0,294.0,42.13767989916025,2017.0,31.0,18.0,5.531073812546903,4.477562725089529
20,NHS Devon ICB,2026.04.5,37.0,91.72517225771328,3.0,885.0,104.0,62.0,364.0,51.0,520.0,848.0,5.997960396281198,75.79502059785762,80.34591348114306,56.0,1212.0,217.0,39.02602857501621,1993.0,41.0,21.0,5.554548642907752,3.9153683677389215
21,NHS Devon ICB,2026.04.5,80.0,93.06167977912615,4.0,846.0,75.0,60.0,358.0,46.0,603.0,944.0,6.442911043433257,81.51783306022735,84.13848480994237,57.0,1304.0,231.0,39.78071066099537,1984.0,35.0,22.0,5.408774193616445,3.6063258334196866
22,NHS Devon ICB,2026.04.5,60.0,83.732063291245,7.0,922.0,90.0,58.0,336.0,56.0,572.0,937.0,6.5252540967222075,82.23980690850253,81.4671189475479,85.0,1314.0,286.0,40.86070744840607,1788.0,17.0,21.0,5.345104596430585,4.346124950914741
23,NHS Devon ICB,2026.04.5,,90.87070076047077,6.0,922.0,114.0,48.0,387.0,79.0,571.0,960.0,6.504758525782149,81.14006226068017,87.79629654194261,58.0,1348.0,247.0,34.801537764853514,1936.0,39.0,18.0,5.796704312153304,5.149969401443897
24,NHS Devon ICB,2026.04.5,83.0,97.47010268230372,6.0,974.0,119.0,62.0,404.0,50.0,569.0,924.0,6.115236468977083,77.71570253071829,86.1987192057344,42.0,1322.0,240.0,34.20017908791441,2085.0,56.0,20.0,5.30000357774255,3.8684399850059394
25,NHS Devon ICB,2026.04.5,89.0,87.80982442056278,9.0,944.0,108.0,48.0,402.0,45.0,547.0,940.0,6.813341398871299,79.94975521071329,82.52473913295476,68.0,1225.0,292.0,39.73250987389277,1828.0,54.0,19.0,6.203208084237962,4.307041540787717
26,NHS Devon ICB,2026.04.5,82.0,93.74598432404815,5.0,975.0,123.0,69.0,371.0,66.0,639.0,991.0,6.284408062029226,76.79197298132625,83.14817690100911,51.0,1347.0,260.0,39.91832399912747,2054.0,44.0,26.0,5.375241591163489,5.076344753207014
27,NHS Devon ICB,2026.04.5,125.0,98.34645323052592,10.0,982.0,103.0,55.0,420.0,49.0,618.0,998.0,6.355054795967844,79.91890349153742,83.89641643154192,51.0,1390.0,236.0,38.72225506625983,1810.0,41.0,16.0,5.174032756550892,4.4291667670021875
28,NHS Devon ICB,2026.04.5,125.0,90.8405406087661,9.0,927.0,104.0,63.0,433.0,60.0,523.0,910.0,8.248596148605303,74.29706433816425,80.34217477339578,85.0,1376.0,250.0,40.685548274708296,2025.0,46.0,25.0,5.030719468769547,5.0470453382717935
